start	end	text	predictions
2121.24	2127.14	 You give me one shot here on a blue chip stock like Kodak and believe me Kevin	0.0
2127.88	2132.74	 The only problem you're gonna have is that you didn't buy more	0.0
2133.46	2134.26	 Sound fair enough	0.0
2137.64	2142.16	 My wife might divorce me but yeah, let's do it	0.0
2146.14	2151.02	 Excellent choice Kevin how much you want to go for this time? Let's do five five thousand dollars. We try eight thousand Kevin	0.0
2151.02	2151.12	 All right. Let's do ten	0.0
2155.4	2159.96	 Excellent choice can let me lock in that trade right now and get back to you in a few minutes with an exact confirmation Kevin and welcome	0.0
2159.96	2163.12	 To Stratton Oakmont. Thanks, man. I'm gonna have a beer	0.0
2163.12	2164.42	 Thanks, man, I'm gonna have a beer	0.0
2178.48	2182.74	 Idiot the one thing I know about in this world is airlines	1.0
2183.44	2190.88	 Kushan Airlines is the future of airlines getting now. My name is Nikki Cosmo Chester Ming and I'm a senior vice president	0.0
2193.08	2193.94	 I'm so	0.0
2194.56	2197.48	 So so sorry for your loss. When did he pass?	0.0
2197.52	2201.2	 Just say I'm wrong right the stock goes down a couple points the words of my grandfather	0.0
2201.26	2207.62	 God rest his soul a shit ton of money. That's not getting in on fucking sunlight before there was fucking sunlight. You understand	1.0
2212.76	2215.6	 That was very intelligent decision I'm gonna transfer you my sales associate	0.0
2222.72	2223.58	 Oh	0.0
2232.76	2238.7	 28 point seven million in gross commissions all from pink sheet stock boys	0.0
2241.26	2247.12	 Celebrate with our weekly act of the bar tree. I have offered our lovely sales assistant Danielle Harrison here	0.0
2248.26	2250.92	 $10,000 to shave a fucking	1.0
2252.72	2254.1	 Ha ha ha ha	0.0
2270.28	2277.28	 Daniel has promised to use this $10,000 for breast implants. He's already got sea cubs, but now she wants fucking	1.0
2283.52	2285.76	 This is the greatest company in the world	0.0
2312.72	2313.7	 Oh	0.0
2343.24	2344.66	 Oh	0.0
2373.14	2373.74	 Oh	0.0
2381.36	2386.62	 Word about us spread throughout Wall Street even the places I didn't want it to	0.0
2396.78	2401.86	 It wasn't long before Forbes magazine the flagship of Wall Street called to do a profile on	0.0
2402.24	2405.82	 How do you see the future first try no one one word	0.0
2409.04	2410.18	 Diversification	0.0
2415.9	2417.42	 A total fucking	1.0
2417.92	2423.9	 Hatchet-job this conniving little twat. Look at this the wolf of Wall Street. They call me look	1.0
2424.72	2430.08	 Your hair looks good. Yeah, Jordan belfer sounding like a kind of twisted	0.0
2430.08	2436.18	 Robinhood who takes from the rich and gives to himself and his merry little band of brokers read that	0.0
2436.64	2440.84	 Listen, there is no such thing as bad publicity	0.0
2442.78	2445.22	 Great you're in a huge magazine	0.0
2460.4	2460.78	 I	0.0
2467.06	2468.96	 Forbes made me a superstar	0.0
2470.92	2475.22	 Every day dozens of money crazed kids beat a path to my door	1.0
2476.76	2483.78	 If we hired him they dropped straight out of college overnight and spent whatever allowance they had on a new suit from our Stratton Taylor	0.0
2484.12	2491.88	 Fucking serious right now. I mean we were literally putting clothes on these kids backs and here comes this jerk off sniffing around	1.0
2492.5	2499.08	 But you know every time someone rises up in this world. There's always gonna be some asshole trying to drag him down	1.0
2501.04	2504.61	 Within months we doubled in size moved to even bigger offices	0.0
2504.61	2512.42	 It was a madhouse a green fest with equal parts cocaine testosterone and body fluids	1.0
2521.74	2524.06	 It got so bad I had to declare the office a fuck free zone between the hours of 9 and 7	1.0
2524.36	2526.64	 But I'm telling you even that didn't help	0.0
2527.9	2531.1	 Actually, the madness started on our very first day when one of our brokers Ben Jenner	0.0
2531.1	2534.6	 Chris in the elevator by getting a blowjob from a sales assistant	0.0
2538.66	2541.66	 Her name was Pam and her credit she did have this amazing technique with this wild twist and jerk motion	0.0
2546.14	2549.32	 About a month later and honey and I decided to double team her on a Saturday afternoon while our wives were out shopping for Christmas dresses	0.0
2549.32	2552.84	 Eventually Ben married her which was pretty amazing considering. She blew every single guy in the office	0.0
2555.0	2557.26	 Anyway, I hired my dad Max to maintain order as the enforcer	0.0
2561.02	2562.3	 Stratton's very own Gestapo	1.0
2562.58	2567.62	 We called him Mad Max because of his hair trigger temper which could be set off by something as innocuous as a ringing telephone	0.0
2571.48	2574.42	 Fuck has the goddamn girl to call his house on a Tuesday night	1.0
2577.36	2578.84	 I	0.0
2580.02	2584.64	 Fuck has the goddamn girl to call his house on a Tuesday night	1.0
2588.62	2590.24	 Please tell me something. I don't know	0.0
2594.8	2602.28	 Hello, but as soon as he picked up the phone Gene, how are you gene? He'd affect this weird British accent right? Oh Jean that'd be great	0.0
2603.32	2606.63	 Cheerio was absolutely bizarre fucking half way	1.0
2606.63	2609.64	 No, and then he's Mad Max all over again	0.0
2611.72	2616.8	 All right, tell me what happened what happened? Well, he discovered it was the mother's sister who's hey	0.0
2616.8	2622.68	 Oh, tell me who he is guy. You know with the main guy. It was his mother's sister. She showed up dead	0.0
2624.04	2627.74	 Of course Mad Max didn't have to know everything we were doing at Stratton	0.0
2627.9	2631.62	 And then there's a big target and we they get launched at the time. They stick	0.0
2631.84	2634.08	 There's a bulls-eye and the bulls-eye is a dollar sign	0.0
2634.1	2638.06	 Whoever gets closer to the dollar sign gets the most all the shit out of this little fucking thing	1.0
2638.08	2642.86	 Yeah, you should so if it gets hurt what happens is we're gonna get fucking nuts. I don't think he's gonna get hurt	1.0
2642.9	2648.1	 They're like they got like superhuman strength. I think he's gonna be fine. He can't look you right in the eyes	0.0
2649.62	2653.42	 That's a fact that's on PBS they get confused and the wires get crossed	0.0
2653.48	2656.23	 You got to look like the chin like it looks like I'm looking at you	0.0
2656.23	2659.9	 Yeah, I'm looking at your chin. I feel like you're addressing me right now, but you're not are you they're like the Mona Lisa?	0.0
2660.06	2664.17	 They find eye contact like wherever you're standing in the room and then they lock in	0.0
2664.17	2666.61	 Okay, no, but there is a limit to what we could do with them	0.0
2666.61	2669.88	 I mean we're allowed to throw shit at him allowed to throw food bananas	1.0
2669.88	2670.86	 No, correct	0.0
2670.92	2671.6	 but for example	0.0
2671.6	2676.03	 What I wouldn't do is maybe like tell him to pull his cock out and like get some of the girls to you know	1.0
2676.03	2679.08	 Fondle them and shit like I mean let's keep that in our back pocket	1.0
2679.14	2683.68	 But this guy is more about throwing throwing at the correct. Yes. Yes. Yes. The thing is this is their gift	0.0
2683.76	2688.28	 Okay, they're built to be thrown like a lawn dart their top heavy like a lawn dart so they're built for accuracy	0.0
2688.46	2692.75	 Oh my god, this is it can we bowl with this guy? That's his fucking brother Robby's brothers the bowling ball	1.0
2692.75	2697.8	 The the brother you put a skateboard on him. He strapped into a skateboard you toss him down an alley at some pins	0.0
2697.88	2700.21	 No shit, that's interesting. Yeah, can we get that guy?	1.0
2700.21	2704.78	 Yeah, we'll get that guy too, but it says here this guy will show his cock. Yeah, it's growing up	1.0
2704.82	2709.92	 Yeah, they are very ornery by the way, so you got to be very careful with these little guys safety first safety is first	0.0
2709.92	2713.58	 All right. I want somebody with a fucking tranquilizer gun ready to knock this fucker out	1.0
2713.58	2718.57	 We want to get like a laser gun pellet gun maybe just like the helicon is gonna hurt him	0.0
2718.57	2724.54	 I just want out knock down. Okay. I say we stick with the loophole, right? Okay, if we don't consider him a human	0.0
2724.6	2727.65	 We just consider it an act. I think we're in the clear like the flying will end us	0.0
2727.65	2729.72	 You know a lot of those guys died, but they never sued anybody	0.0
2729.72	2735.22	 The important thing you guys got to keep in mind is is that these things gossip they get together and they gossip	0.0
2735.26	2735.91	 It's a good point	0.0
2735.91	2741.36	 And the last thing that we need is them getting together and saying oh this and they made fun of us like it's gonna make	0.0
2741.92	2746.54	 That's why I love you you think of shit like that what that is they come in we treated just like	1.0
2757.76	2763.28	 Your dad's coming something about the American Express bill can you get him out of here? Yeah, like my toy. No, I'm serious	0.0
2771.96	2772.86	 Pfizer	0.0
2774.3	2777.26	 $430,000 in one month Jordy	0.0
2777.9	2779.44	 400 and fucking	1.0
2779.5	2784.74	 30,000 fucking dollars in one fucking month morning the business expenses	1.0
2786.4	2788.58	 Jordy what you got here look at this	0.0
2789.54	2795.16	 $26,000 for one fucking dinner. Okay. No, no, no, this could be explained dad. We had client	1.0
2795.18	2799.56	 We had five the Pfizer client right the porterhouse from Argentina expensive champagne the wine	0.0
2799.6	2803.82	 We had to buy champagne and you go to all the fucking sides tell them about the sides. I order the sides	1.0
2803.82	2807.78	 So sides 26 thousand dollars worth of sides	0.0
2808.46	2812.75	 What are these sides that cure cancer decides did cure cancer? That's the problem. They were there	0.0
2812.75	2819.88	 That's why they were expensive shut the fuck up. I'm serious. I know stop and EJ entertainment. What the fuck is EJ entertainment	1.0
2823.16	2828.92	 Yeah, George what's the entertainment this George what is that? It's a fucking prostitution ring Jordy. I know that's what it is	1.0
2828.92	2833.02	 That's that's that is what is that the perfect description for that is what it is	0.0
2833.02	2837.64	 But none of these were charged to me. This is all of them. Oh, that was all us	0.0
2837.78	2842.89	 It wasn't me though fucking explain this shit to him. I love your fucking charges right here guys	1.0
2842.89	2846.32	 The IRS they allow for T&A. It's fine T&A	0.0
2847.06	2851.34	 T&A yeah, I said T&A. No, no, you said T&A. No, I did. Yeah, you did	0.0
2852.18	2853.72	 You said T&A it's T&A	0.0
2853.84	2860.41	 Know you're upset about the dinner and that makes sense because we did spend too much money, but I said don't tell me what you said	0.0
2860.41	2861.46	 I heard what you said	0.0
2863.02	2868.82	 Absolutely. No question. I'm trying to get in this close getting this close. That's what I'm saying	0.0
2868.88	2871.74	 I knew I wanted to open up more man. It's gonna fucking kill you. I	1.0
2873.54	2875.32	 Max max why do you hold that's it?	0.0
2879.82	2883.36	 What kind of hooker takes credit cards a rich one at Stratton	0.0
2883.64	2887.36	 Three kinds of hookers the blue chips top of the line model material	0.0
2887.52	2891.68	 They cost between three and five hundred and you had to wear a condom unless you gave them a hefty tip	0.0
2891.68	2899.56	 Which of course I always did then came the Nasdaq's who were pretty not great. They cost between two and three hundred bucks	0.0
2900.0	2902.3	 Finally there were the pink sheets skanks	1.0
2902.46	2905.48	 They cost about a hundred or less and if you didn't wear a condom	0.0
2905.54	2910.74	 You'd have to get a penicillin shot the next day and pray you dick didn't fall off not that we didn't fuck them, too	1.0
2911.54	2912.48	 Believe me we did	0.0
2914.32	2917.88	 That slipped this thing again, I know what it is, you know too much	0.0
2919.02	2924.2	 With EJ entertainment pops. How are things at home? Well, not the best	0.0
2925.02	2929.36	 She just doesn't you know, I'm saying it's like the smell. There's a smell	0.0
2929.44	2933.1	 There's attraction thing and after a while just kind of fades away a little bit. Yeah	0.0
2933.1	2939.2	 Well, it's supposed to fade away post to that's marriage. You know your mother and I we've been married a long long time	0.0
2939.3	2945.76	 What do you think we're jumping into bed every two minutes it doesn't want that way death I want to stay married dad, but	0.0
2946.6	2947.52	 It's crazy	1.0
2951.58	2953.98	 They're fucking the things they're doing now pops	1.0
2954.4	2960.04	 I mean, I mean it's on a whole other level really and they're all shaved to get out of here all shaving	0.0
2960.16	2965.3	 Are you kidding me? Yeah, no, all bald as a child. No bush. No bush. I know	0.0
2965.92	2970.84	 All of a sudden I one week it's nobody had anything down there. It's a new world. They're bald	0.0
2970.84	2976.84	 They're bald from the eyebrows down Wow, nothing not a stitch. It's like lasers Wow new world see I	0.0
2977.38	2978.56	 Was born too?	0.0
2978.56	2986.14	 Too early. I've never been a fan of the bush to be honest really. Yeah, I don't mind it dad. I	0.0
2986.98	2989.98	 Don't want you stressing out about any of this. Can I not get stressed out?	0.0
2990.0	2994.44	 Look at the knucklehead you got working. I know they'll knuckleheads, but I need them to want to live like me	0.0
2994.48	2996.16	 You get it to live like me	0.0
2997.16	3001.54	 Jordy you know one of these days the chickens are gonna come home to roost	0.0
3004.22	3008.4	 You're looking at me like I'm crazy crazy this is obscene	1.0
3009.48	3012.04	 It was obscene in the normal world	1.0
3012.98	3014.48	 Who the fuck wanted to live there?	1.0
3024.54	3025.68	 We're here!	0.0
3025.82	3027.58	 I'm real here!	0.0
3028.44	3030.06	 We got plans up here!	0.0
3030.3	3035.0	 That's gonna take this company into the fucking stratosphere!	1.0
3044.38	3048.4	 Fuck Merrill Lynch fuck them. Why should they be taking all our fucking money all the fucking time?	1.0
3048.44	3051.2	 This way we become the under- It was our next big move	0.0
3051.46	3053.5	 Finding companies to take public	0.0
3053.92	3060.42	 IPOs it was the only way these Wall Street pricks would ever stop thinking of us as some shit kicker bucket shot	1.0
3060.42	3063.46	 We got our clip international. We can see we're a little different	0.0
3063.76	3069.68	 We like to get as fucked up as possible during our business powwows in order to stimulate our free-flowing ideas	1.0
3070.12	3072.58	 Which is why we were popping these ludes like they were M&Ms	0.0
3073.58	3074.17	 See mad	1.0
3074.17	3077.06	 You're not even a part of this	0.0
3077.06	3078.12	 We own the fucking company	1.0
3078.7	3079.76	 We own the company	0.0
3079.78	3081.74	 Don't know what a lude is? I'll tell you	0.0
3081.76	3083.56	 Wait, wait, wait, wait, wait	0.0
3084.12	3088.4	 Looks like those ludes are working their magic on Donnie right now	0.0
3102.4	3107.04	 As unwillingly and slow	0.0
3121.98	3127.98	 The quail lude or lude as it is commonly referred to was first synthesized in	0.0
3127.98	3136.86	 1951 by an Indian doctor that's dots not feathers as a sedative and was prescribed to stressed-out housewives with sleep disorders	0.0
3137.9	3143.26	 But pretty soon someone figured out that if you resisted the urge to sleep for just 15 minutes	0.0
3143.88	3145.92	 You got a pretty kick-ass high from it	1.0
3146.92	3150.0	 Didn't take long for people to start abusing ludes, of course	0.0
3150.46	3155.1	 And in 1982 the US government schedule won them along with the rest of the world	0.0
3156.1	3158.7	 Which meant there was only a finite amount of these things left	0.0
3159.66	3164.84	 No shit. You can't even buy him anymore. You people are all shit out of luck	1.0
3166.5	3167.66	 Steve mad	1.0
3172.64	3177.92	 You remember those ads those giant headed girls with the bug eyes wearing those big clunky shoes	0.0
3178.62	3184.9	 From school Steve mad from school Steve mad Steve Madden was the name in women's shoes at the moment	1.0
3185.22	3188.32	 And all of Wall Street was begging to take his company public	0.0
3190.2	3195.7	 Except guess who grew up with them in shoes. I'm in shoes my very own vice president	0.0
3198.22	3199.86	 Diamond Donnie A's off	0.0
3200.04	3206.2	 Steve man Steve, hey, Jamie, Jamie, you better come check this fucking chicken	1.0
3213.34	3217.96	 I would fuck that girl if she was my sister. I would let that girl give me fucking	1.0
3225.38	3225.78	 Christie	0.0
3231.0	3232.02	 Oh	0.0
3234.1	3234.66	 Hi	0.0
3235.5	3239.68	 Nice to meet you. I don't know nice to meet you. I see you got an awesome place here	0.0
3239.68	3245.7	 I don't think I've ever been in a house this big before really beautiful beach out there. Thank you for Hollywood	0.0
3247.32	3251.32	 Hi, buddy. Nice to meet you. Name's Blair. Right? Yeah, like the jet ski	0.0
3253.34	3259.14	 Never just kidding me like never been on a jet ski. No, how many times you're gonna ask her she's never been on a jet ski	0.0
3260.44	3262.0	 Might ask her a couple more times	0.0
3264.66	3270.42	 Hi, I'm Hilde nice to meet you. Hi, Jordan Teresa need your help. Yeah	0.0
3270.42	3275.1	 I'll be a couple minutes. Just tell her be uncomfortable. Why don't you tell your wife that I might do that?	0.0
3275.1	3276.14	 But I'm having a conversation	0.0
3278.56	3281.34	 Come wait, where you guys going? We gotta go. We got two other parties	0.0
3282.78	3283.8	 Yes, they for doing	0.0
3286.86	3289.88	 Why don't you let us stay for a little stay for a little what's the deal	0.0
3290.26	3291.42	 You like champagne?	0.0
3304.4	3306.1	 You gonna have to excuse my friend	0.0
3320.04	3326.12	 So Bay Ridge, it's near Staten Island, right Brooklyn across the verizon Oh bridge	0.0
3326.54	3332.08	 Saturday night fever territory. That's right. Can you gulch? I call the verizon Oh bridge the getting gangplank	0.0
3333.54	3339.24	 So I presume you're Italian on my dad's side. I'm also Dutch German English	0.0
3340.12	3341.34	 I'm a mutt	0.0
3341.46	3348.52	 You're a mutt. Yeah, I still have family over there though in London my aunt Emma. She's the best very British	0.0
3349.62	3357.98	 She's a classy lady that explains it then explains what explains you I mean you're a Duchess right you the Duchess of Bay Ridge	0.0
3361.56	3364.16	 Excuse me, can I get a straw, please?	0.0
3366.24	3366.9	 Thank you	0.0
3370.6	3375.21	 So I was a little surprised you asked Christy for my number	0.0
3375.21	3377.48	 What was that	0.0
3380.1	3381.16	 Aren't you married	0.0
3384.56	3387.0	 Yeah, but what mad people can't have friends	1.0
3389.78	3394.56	 We're gonna be friends. Yeah, you wanna be my friend	0.0
3399.62	3400.32	 We're not gonna be	0.0
3402.28	3403.3	 You're not mean	0.0
3405.4	3406.06	 Oh?	0.0
3410.2	3417.86	 And at night I work on my designs I have an entire line of lingerie no camisoles bustieres panties	0.0
3419.52	3422.84	 She designs women's panties too. Oh my god	0.0
3423.08	3423.8	 Oh	0.0
3433.66	3435.82	 Come on Jordan think of a way to get up to her apartment	0.0
3441.8	3443.32	 You want to come up for some tea or something	0.0
3445.6	3446.4	 Tea yeah	0.0
3447.1	3452.5	 Like hot tea yeah, you know it sounds nice tea fuck yeah, I wanted to come up for tea	1.0
3452.68	3454.82	 Like dodging rose hips	0.0
3461.84	3468.26	 Okay, well I'm right you live fire or something and I'll be right out yeah fire yeah sure	0.0
3472.6	3474.02	 Like your painting here, it's	0.0
3476.72	3476.74	 I	0.0
3481.04	3483.18	 God help me out away fuck this girl	1.0
3488.66	3489.62	 Yeah, yeah just	0.0
3496.58	3499.68	 That's it that's it you leave and don't get involved go home to your wife	0.0
3504.24	3514.52	 As you can probably guess I fucked her goddamn brains out	1.0
3519.18	3520.12	 For 11 seconds	0.0
3521.2	3522.04	 Oh	0.0
3531.74	3534.46	 Did you just come oh yeah, okay	0.0
3536.2	3542.28	 Did you do come no no okay? I'm still hard to just give me a second	0.0
3551.0	3551.38	 Oh	0.0
3558.34	3560.36	 God fuck off Rocky	1.0
3570.24	3574.66	 You're crazy I couldn't get enough I mean her pussy was like heroin to me	1.0
3574.98	3578.9	 It wasn't just about the sex either Naomi and I got along	0.0
3579.0	3581.32	 I mean we we had similar interests and shit	1.0
3609.1	3610.06	 Oh	0.0
3624.22	3624.66	 You	0.0
3632.66	3634.16	 Relax sweetheart relax	0.0
3638.92	3639.6	 Please	0.0
3660.92	3666.62	 I made a mistake. I don't know what to tell you babe. I'm sorry. I'm sorry	0.0
3668.82	3669.88	 I	0.0
3678.86	3679.72	 Do you love her	0.0
3686.22	3686.9	 Answer me	0.0
3698.72	3700.02	 I	0.0
3709.26	3715.5	 Felt horrible three days later. I filed for a divorce and moved Naomi into the apartment	0.0
3720.48	3726.82	 Say what you will but the Duchess did have style she brought in a decorator feng shui the whole place	0.0
3727.24	3734.52	 She even hired a gay butler this guy was smart sophisticated professional. I'm really really great Jasmine	0.0
3735.66	3741.7	 Yes, sir. I tried to stump you this evening very good. Very good great nose except for that one time	0.0
3745.9	3748.88	 Oh my god, oh	0.0
3751.88	3751.9	 Hey	0.0
3757.12	3758.56	 That is fucked up	1.0
3759.36	3763.47	 He must have thought we were still at the Hamptons this weekend, you know, what were they doing it sweetheart?	0.0
3763.47	3768.63	 They were everywhere. There were two guys over there on the table. They were more over here. They were full right	0.0
3768.63	3773.48	 Oh god, you fucking serious right there. Why don't you tell me sweet? Maybe it gets worse	1.0
3775.76	3777.5	 After they left I checked the apartment	0.0
3778.5	3780.66	 What what is it babe? What?	0.0
3782.2	3785.82	 Where's my money? I don't know where you where's my fucking money?	1.0
3786.04	3790.0	 Don't know where your money is. Mr. Belfort. I didn't do anything. You don't know mine	0.0
3791.88	3795.74	 Let's start from the beginning let's start from the beginning right you invited some friends over right?	0.0
3795.74	3800.66	 Yes, one thing led to another things got out of hand. We understand that we do we do blow all the time	0.0
3800.68	3803.0	 We're fucking degenerates ourselves. Look at us, right?	1.0
3803.36	3808.74	 But money was stolen from my apartment right from my sock drawer. All right, I said I don't know where your money is	0.0
3808.76	3811.43	 Just off from the beginning who came over. It's just a normal day	0.0
3811.43	3814.84	 I knew you were coming home the next day so everything would be fine. It'd be cleaned up	0.0
3815.14	3818.02	 I got a little high at breakfast, right? So I got a little happy	0.0
3818.02	3821.76	 I had some eggs had a little bit of ice cream and I said who do I know that likes ice cream?	0.0
3822.1	3825.58	 It's my friend Rudy. It's like whole was Rudy. It was really yeah, who's Rudy?	0.0
3827.7	3832.1	 You know who Rudy is you know, he is I don't know fuck you. No fuck is Rudy	1.0
3832.16	3837.04	 I don't know anyone last month the lollipop club, you know, Rudy was dancing, you know, you know	0.0
3837.04	3838.92	 I don't I	0.0
3839.44	3842.82	 Don't know if I fucking know any what do you mean? So he went to the lollipop?	1.0
3842.92	3846.12	 He was at the lollipop club for sure on the stage grinding with everybody	0.0
3848.36	3850.24	 Don't know maybe I met him maybe I did I mean a lot of	0.0
3851.82	3855.54	 $50,000 was stolen from my fucking sock drawer all my girlfriends	1.0
3857.58	3863.96	 Fuck a little faggot friend Rudy take my shit did he answer me? Okay. Now I get it now I get why	1.0
3864.78	3867.02	 This is a gay thing. Oh, I see all of you	0.0
3867.24	3873.26	 This is because you're a fag. My cousin's a fucking faggot and I go on vacation with him and his boyfriend	1.0
3873.26	3877.86	 I love that. He might be in charge, right? I will not be stolen from you get that fucking like it people	1.0
3878.04	3881.8	 I don't like you. You don't like you. You should have hired a fucking Mexican like I have in my fucking house	1.0
3889.44	3890.58	 Talk you fuck talk	1.0
3891.5	3892.94	 Where is it?	0.0
3893.38	3897.42	 Chester and Toby they went all Yakus on Nicholas, you know, they got crazy	1.0
3898.38	3901.82	 Really appreciate you had to call the cops just to keep him from killing the poor guy	1.0
3902.44	3905.38	 I gave him each a thousand bucks and told him what Nicholas had done	0.0
3906.38	3907.7	 Then they kicked his ass	1.0
3909.76	3915.74	 It's not like I cared about the 50 grand anyway, I was making that much almost every day through one rat hole or another	0.0
3916.44	3922.12	 Now a rat hole is a friend like Brad here who held stock in his name from me	0.0
3924.48	3930.62	 I'd drive the price up then he'd sell and kick most of the profits back to you guessed it me	0.0
3933.14	3938.54	 All cash none of its on the books a big no-no, of course in the eyes of the law	0.0
3939.86	3946.28	 Enter our new securities attorney Manny risk of this is the SEC 700 bucks an hour to be the voice of doom	0.0
3946.28	3950.74	 Listen to me. You piss up the SEC's leg and that but your tits in a ringer. You're not worried about it	1.0
3950.74	3951.86	 I have the SEC under	0.0
3953.58	3955.1	 Fuck are these imbeciles doing?	1.0
3957.12	3959.52	 What are you doing? Hey, we got the SEC	0.0
3960.16	3964.92	 The Securities and Exchange Commission sent two lawyers down to review our files	0.0
3965.38	3971.62	 So I set them up in our conference room and I had it bugged and the air conditioning turned up so high that it felt like	0.0
3971.62	3973.5	 Antarctica in there. It always is cold	0.0
3974.3	3978.48	 I don't know then while they were looking for a smoking gun in that room	0.0
3979.46	3980.32	 I	0.0
3980.64	3988.56	 Was gonna fire off a bazooka in here offering up our latest IPO an IPO is an initial public offering	0.0
3988.68	3991.92	 It's the first time a stock is offered for sale to the general population	0.0
3992.52	3998.43	 Now as the firm taking the company public we set the initial sales price then sold those shares right back to our friends the idea	0.0
3998.43	4005.84	 Look, I know you're not following what I'm saying. Anyway, right? That's that's okay. That doesn't matter. The real question is this	0.0
4006.68	4007.7	 Was all this legal?	0.0
4008.86	4012.86	 Absolutely fucking not but we were making more money than we knew what to do	1.0
4017.7	4020.08	 What do you do when you're making more money than you know what to do with	0.0
4031.58	4032.68	 Is that a yes	0.0
4034.14	4038.88	 Are you sure yeah, I'm sure you sure yeah	0.0
4048.64	4053.12	 You've heard I held my bachelor party at the Mirage in Las Vegas	0.0
4053.56	4060.18	 The flight there alone was a bacchanal one last blowout for the gods before I settled down for good a	0.0
4060.38	4064.82	 Hundred strat night 50 hookers plus 50 more waiting once we landed	0.0
4065.66	4070.14	 Oh and the drugs I mean I tell you our plane was like a pharmacy with wings	0.0
4078.66	4080.08	 Why did you	0.0
4089.76	4091.32	 Oh	0.0
4099.9	4103.02	 All told the weekend cost me two million bucks	0.0
4104.74	4107.52	 Including the cost of refurbishing the entire 28th floor	0.0
4107.58	4109.66	 Ah	0.0
4113.06	4115.98	 But the wedding was something out of a fairy tale	0.0
4116.86	4123.44	 But Naomi my Duchess me her handsome Duke in the Bahamas Ocean Club our castle	0.0
4123.44	4124.56	 Of	0.0
4134.88	4142.4	 Course after the bachelor party me the Duke needed a few penicillin shots so he could safely consummate the marriage	0.0
4148.18	4150.68	 Hey Barry Kleinman filming the wedding few words	0.0
4151.68	4157.3	 Jordan remember what I told you it involves your penis and her vagina	1.0
4158.76	4160.3	 You know what you can do	0.0
4161.78	4163.34	 She got a pack much back so	0.0
4180.6	4181.74	 Oh	0.0
4198.24	4199.72	 Finally meet you	0.0
4200.88	4203.06	 the doughnuts I see I	0.0
4207.22	4208.66	 Live through the 60s my dear	0.0
4210.74	4211.92	 And you get	0.0
4227.7	4231.92	 It's one more step going your eyes closed one two three	0.0
4238.16	4239.38	 It's your wedding present	0.0
4241.06	4243.8	 Are you serious	0.0
4247.14	4251.56	 Millionaires whose ships have come in pricey pleasure boats offer the most fun afloat	0.0
4252.24	4256.44	 It's no coincidence that it's 150 feet of green hull is the color of cash	0.0
4262.28	4264.62	 You like it you like it	0.0
4270.88	4276.8	 For three weeks we sailed the Naomi through the Caribbean eventually taking her home to Long Island where we bought a house	0.0
4277.22	4283.48	 Seven acres on the Gold Coast of Long Island the most expensive real estate in the world with maids cooks	0.0
4283.48	4288.72	 Landscapers you name it we even had two guards who worked in shifts both named Rocco	0.0
4292.78	4294.45	 It was heaven on earth	0.0
4294.45	4296.36	 You	0.0
4297.88	4299.48	 Wake up you piece of shit	1.0
4300.22	4300.98	 Who's Venice?	0.0
4304.18	4308.54	 What are you fucking now who is she I don't know some little hooky you fucking last night	1.0
4309.52	4314.14	 No, no way, baby. No, you were calling her name in your sleep	0.0
4314.9	4320.88	 Fucking mind. I don't I don't even know Venice is what the fuck does that even mean Venice?	1.0
4320.88	4323.88	 That's a stupid shit. I've ever in my fucking life	1.0
4324.36	4326.4	 I	0.0
4330.78	4333.86	 Know this baby. Why Venice?	0.0
4337.1	4337.12	 Venice	0.0
4338.36	4339.3	 Ah	0.0
4340.0	4345.96	 Oh, yeah, oh baby. Oh, you're gonna play rough, huh? Oh	0.0
4347.04	4348.62	 Jesus Christ. Oh	0.0
4348.9	4351.92	 Oh, yeah, I like it I like it	0.0
4352.38	4358.46	 Wolfie wolfie wolfie wolfie wolfie. Yes my favor baby. It's my say I don't give a fuck about your safe	1.0
4367.94	4369.96	 That's right, I forgot	0.0
4370.34	4377.4	 Forgot me the Donnie and I were in investing in a condominium complex in Venice. That's why that's why all this confusion	0.0
4377.72	4384.34	 Investing in Italy not Italy, California. Oh, California. You're lying piece of shit. Not just baby	1.0
4386.26	4392.26	 Don't you Dutchess me, do you really think I don't know what you're up to you're a father now	0.0
4392.26	4394.34	 Jordan, yeah, you're a father now	0.0
4399.38	4401.95	 Baby, you know you you got real anger issues	0.0
4401.95	4408.94	 You got so if the one who flew in here at three in the morning on this stupid helicopter and woke up Skylar	1.0
4423.32	4429.66	 Matters to you. I just had that driving range started with Bermuda grass	0.0
4432.44	4436.2	 No, you didn't research the whole thing and deal with the fucking golf course	1.0
4436.2	4442.28	 Oh my god, you had to do with the golf course people too. What a Greek tragedy, honey	0.0
4442.38	4446.14	 Oh my god, you probably had to pay them in cash with your hands	0.0
4446.22	4451.69	 What a fucking burden and actually do some work besides swiping my fucking credit card all day, huh?	1.0
4451.69	4456.83	 Cuz I can't keep track of your professions, honey. Cuz last month you were a wine connoisseur now	0.0
4456.83	4459.52	 You're an aspiring landscape architect. Let me get that right	0.0
4459.7	4460.66	 Oh	0.0
4460.84	4464.56	 Fucking dare throw that fucking water at me. Don't you fucking dare?	1.0
4465.86	4466.54	 All right, honey	0.0
4467.78	4472.64	 And we could just we could talk this out. All right, just use our words, you know	0.0
4473.4	4474.96	 Communicate, okay	0.0
4476.32	4477.2	 Come on, sweetheart	0.0
