start	end	text	predictions
1288.9	1289.28	 ability	0.0
1290.5	1291.6	 don't last.	0.0
1294.7	1296.26	 And your days are just about over.	0.0
1296.5	1297.92	 And you're gonna find	0.0
1299.0	1300.36	 yourself one smiling motherfucker.	1.0
1300.5	1301.56	 Fingers butch.	0.0
1302.5	1303.4	 Right now	0.0
1305.0	1305.66	 you got ability.	0.0
1306.5	1309.54	 But painful as it may be,	0.0
1310.08	1310.52	 ability don't last.	0.0
1310.74	1313.5	 And your days are just about over.	0.0
1315.48	1315.56	 Now that's a hard	0.0
1315.56	1316.04	 motherfucking fact of life.	1.0
1316.5	1319.56	 But that's a fact of life	0.0
1319.9	1321.54	 your ass is gonna have to get	1.0
1322.1	1323.3	 realistic about.	0.0
1324.5	1327.52	 See this business is filled to the	0.0
1328.2	1329.5	 brim with unrealistic motherfuckers.	1.0
1329.5	1329.54	 Motherfuckers who	1.0
1330.5	1332.72	 thought their ass would age like wine.	1.0
1335.86	1337.48	 If you mean it gets better with age	0.0
1338.64	1339.22	 it don't.	0.0
1341.78	1342.7	 Besides butch	0.0
1345.48	1347.48	 how many fights do you think you got in you anyway?	0.0
1351.56	1351.86	 Two?	0.0
1354.66	1356.82	 Boxes don't have an old times day.	0.0
1359.24	1361.18	 You came close but you never	0.0
1361.18	1362.4	 made it.	0.0
1363.22	1364.66	 And if you were gonna make it	0.0
1364.86	1366.2	 you would have made it before now.	0.0
1384.08	1384.7	 You mind it?	0.0
1385.0	1387.12	 Sometimes a good and bad	0.0
1387.52	1389.26	 happy or sad	0.0
1390.38	1390.66	 fight.	0.0
1390.82	1392.2	 It certainly appears so.	0.0
1393.96	1394.76	 Why people	0.0
1394.86	1396.4	 wake up	0.0
1398.56	1399.48	 all the time around	0.0
1399.86	1400.99	 and make up a fight.	0.0
1400.99	1403.04	 The night of the fight you may feel a slight sting.	0.0
1403.36	1405.2	 I just stand to see.	0.0
1407.04	1409.3	 That's pride fucking with you.	1.0
1411.46	1412.72	 Fuck pride.	1.0
1415.48	1415.5	 Pride	0.0
1415.74	1416.78	 only hurts.	0.0
1418.84	1419.48	 It never helps.	0.0
1422.2	1423.28	 You fight through that shit.	1.0
1425.66	1426.92	 Cause a year from now	0.0
1428.24	1429.32	 when you kicking it in the	0.0
1430.44	1431.09	 Caribbean you gonna	0.0
1431.09	1433.26	 say to yourself Marcellus	0.0
1433.32	1434.64	 Wallace was right.	0.0
1437.5	1439.0	 I got no problem with that Mr. Wallace.	0.0
1439.0	1440.16	 In the fifth	0.0
1441.9	1443.52	 your ass goes down.	1.0
1446.58	1449.5	 Say it.	0.0
1451.74	1453.6	 In the fifth my ass goes down.	1.0
1456.5	1458.0	 Oh Vincent Vega our man in	0.0
1458.5	1460.42	 Amsterdam choose Winfield	0.0
1460.5	1462.4	 our man in Inglewood get your asses out in there.	1.0
1464.5	1465.78	 Goddamn nigga what's up with them clothes?	1.0
1467.0	1469.08	 Goddamn nigga what's up with them clothes?	1.0
1469.26	1470.28	 Don't even want to know.	0.0
1472.58	1473.36	 Where's the big man?	0.0
1473.78	1475.48	 Big man's right over there taking care of some business.	0.0
1476.64	1477.56	 Why don't you hang back for a second or two you know?	0.0
1477.56	1478.06	 You see the white boy leave just go on over.	0.0
1484.16	1484.76	 How you been?	0.0
1485.98	1487.48	 I've been doing pretty good about yourself.	0.0
1488.18	1488.52	 Alright.	0.0
1492.82	1493.48	 So I hear you taking	0.0
1493.66	1494.48	 me out tomorrow.	0.0
1497.82	1499.28	 At Marcellus's request.	0.0
1502.02	1502.98	 Have you met me yet?	0.0
1503.28	1503.86	 Not yet.	0.0
1505.5	1506.54	 It's not fucking funny.	1.0
1506.9	1507.86	 I got the bitch.	1.0
1510.48	1511.5	 Look I'm not a fucking idiot alright.	1.0
1512.82	1513.5	 It's a big man's wife.	0.0
1514.06	1515.52	 I'm gonna sit across from her chew my food	0.0
1516.28	1517.56	 my mouth closed laugh at her fucking jokes	1.0
1517.56	1518.92	 and that's it.	0.0
1519.0	1521.48	 Hey my name is Paul and this shit's between y'all.	1.0
1522.46	1523.54	 Who would you fucking ask me about it for?	1.0
1525.04	1525.48	 Asshole.	1.0
1527.46	1529.48	 I'm sorry.	0.0
1533.96	1535.02	 Give me a pack of red apples.	0.0
1535.18	1535.72	 Feel this.	0.0
1536.5	1537.52	 Alright.	0.0
1541.14	1542.1	 You looking at something friend?	0.0
1542.84	1544.04	 You ain't my friend Poloka.	0.0
1547.12	1547.76	 What was that?	0.0
1548.5	1550.08	 I think you heard me just fine I'm punching you.	0.0
1550.86	1552.28	 You want some vegans in the house?	0.0
1553.4	1554.14	 My nigga.	1.0
1555.0	1555.88	 Get your ass over here.	1.0
1569.42	1570.6	 Pack of red apples.	0.0
1571.12	1571.68	 $1.40.	0.0
1574.72	1575.36	 Get some matches.	0.0
1577.0	1578.94	 I'm gonna go get some.	0.0
1584.5	1586.74	 It's as if it turns every part of your body	0.0
1586.74	1588.12	 into the tip of a penis.	1.0
1591.48	1591.5	 Wow.	0.0
1591.5	1591.7	 I'll let it do it's a great book on piercing.	0.0
1592.5	1594.34	 Well you see how they use that gum to pierce your ears.	0.0
1594.64	1596.54	 They don't use that to pierce your nipples so you didn't.	0.0
1596.82	1597.68	 Get that gun.	0.0
1598.5	1600.84	 That gun goes against the entire idea behind piercing.	0.0
1601.5	1602.34	 All my piercing?	0.0
1602.72	1603.82	 18 places on my body.	0.0
1606.46	1607.06	 I'm gonna use five in each ear.	0.0
1607.62	1609.12	 One to the nipple of my left breast.	0.0
1609.86	1611.05	 Two in my right nostril.	0.0
1611.05	1612.04	 One in my left eyebrow.	0.0
1612.58	1614.92	 One in my belly. One in my lip. One in my clit.	0.0
1615.5	1616.9	 And I wear a stud in my tongue.	0.0
1617.82	1618.44	 Excuse me.	0.0
1619.72	1621.28	 I was just curious by the time.	0.0
1622.66	1623.54	 Why would you wear a stud in your tongue?	0.0
1625.6	1626.4	 Sex thing.	0.0
1627.3	1628.2	 Helps the lachial.	0.0
1628.88	1629.78	 The gen's up.	0.0
1630.84	1631.66	 Step in my office.	0.0
1633.6	1633.9	 Let's go.	0.0
1639.28	1640.9	 This is Panda from Mexico.	0.0
1640.98	1641.72	 Very good stuff.	0.0
1642.5	1644.96	 Now that's Bava. Different but equally good.	0.0
1645.56	1647.24	 And that is Choco from the	0.0
1647.24	1648.22	 Harz Mountains of Germany.	0.0
1648.94	1650.4	 Now the first two are the same.	0.0
1650.86	1652.62	 300 a gram. Those are friend prices.	0.0
1653.94	1654.77	 But this one	0.0
1654.77	1656.06	 is a little more expensive.	0.0
1656.5	1657.74	 This is 500 a gram.	0.0
1658.5	1660.7	 But when you shoot it you will know	0.0
1661.0	1661.8	 how much that extra money went.	0.0
1662.5	1664.98	 Now there's nothing wrong with these. This is real, real,	0.0
1665.12	1665.82	 real good shit.	1.0
1666.58	1668.88	 But this one is a fucking madman.	1.0
1670.38	1671.45	 Remember I just got back	0.0
1671.45	1672.32	 from Amsterdam.	0.0
1673.2	1673.94	 Am I a nigger?	1.0
1674.5	1675.8	 Are we in Inglewood? No.	0.0
1676.5	1677.06	 You are in my home.	0.0
1678.5	1680.61	 Now white people who know the difference between good shit and bad shit.	1.0
1680.61	1681.96	 This is the house they come to.	0.0
1682.54	1684.55	 Now my shit, I'll take the Pepsi challenge	1.0
1684.55	1687.22	 with that Amsterdam shit any old day of the fucking week.	1.0
1687.68	1688.96	 That's a bold statement.	0.0
1689.4	1690.82	 This ain't Amsterdam, Vince.	0.0
1691.34	1692.5	 This is a seller's market.	0.0
1693.5	1695.24	 Coke is fucking dead as	1.0
1696.34	1696.64	 dead.	0.0
1697.52	1699.5	 Heroin is coming back in a big fucking way.	1.0
1703.5	1705.04	 Alright. Give me three grand of the madman.	1.0
1705.22	1707.28	 Okay. If it's as good as you say it is	0.0
1707.28	1708.76	 I'll come back with about another thousand.	0.0
1708.96	1711.2	 I just hope that I still have some left for you.	0.0
1712.26	1712.5	 But	0.0
1713.62	1715.06	 I'm giving you some out of my own	0.0
1715.22	1717.04	 private stash. That is what	0.0
1717.04	1717.92	 a nice guy I am.	0.0
1719.96	1721.24	 And I'm out of balloons.	0.0
1721.54	1722.22	 Is the baggy alright?	0.0
1722.72	1723.44	 Yeah, it's cool.	0.0
1724.5	1726.32	 Just get one for you. Honey?	0.0
1727.44	1728.7	 Will you get me some baggies	0.0
1728.82	1730.76	 and twistics from the kitchen?	0.0
1731.12	1731.56	 Hey.	0.0
1732.92	1734.82	 Hey, what do you think about Trudy?	0.0
1735.24	1736.96	 She ain't got a boyfriend. You want to	0.0
1737.16	1738.08	 hang out? Get high?	0.0
1738.7	1741.26	 Which one is Trudy? The one with all the shit in her face?	1.0
1742.18	1742.52	 No.	0.0
1742.86	1743.82	 That's Jody.	0.0
1745.0	1745.44	 I'm her wife.	0.0
1749.24	1750.54	 Alright, man. Thank you.	0.0
1751.68	1752.38	 No, I can't.	0.0
1752.5	1754.75	 I gotta be someplace. Alright, no problem.	0.0
1754.75	1756.04	 I'll take a rain check.	0.0
1760.34	1761.1	 Thank you, Jody.	0.0
1762.2	1763.06	 Still got your Malibu?	0.0
1765.16	1767.1	 Oh, man. You know what some fucker	1.0
1767.1	1768.64	 did the other day? What?	0.0
1769.2	1770.24	 Fucking keyed it.	1.0
1770.54	1772.52	 Oh, man. Let's fuck up.	1.0
1773.0	1775.14	 Tell me about it. I had it in storage	0.0
1775.14	1777.14	 for three years. It was out	0.0
1777.2	1779.42	 five days and some dickless	1.0
1779.48	1780.72	 piece of shit fucked with it.	1.0
1780.92	1782.42	 They should be fucking killed, man.	1.0
1782.5	1784.82	 No trial, no jury, straight to execution.	0.0
1785.26	1787.22	 Boy, I wish I could have caught him doing it.	0.0
1787.82	1788.88	 I'd have given anything	0.0
1788.9	1790.56	 to catch that asshole doing it.	1.0
1790.72	1793.52	 It would have been worth him doing it, just so I could have caught him doing it.	0.0
1793.64	1794.38	 What a fucker.	1.0
1794.88	1797.38	 You're supposed to want chicken shit than fucking with a man's automobile.	1.0
1797.54	1798.74	 I mean, don't fuck	1.0
1798.8	1800.66	 with another man's vehicle. You don't do it.	0.0
1801.0	1802.08	 You're just against the rules.	0.0
1802.72	1803.32	 Thank you.	0.0
1805.84	1806.94	 Mind if I shoot up here?	0.0
1807.16	1808.5	 Hey, mi casa su casa.	0.0
1808.94	1809.78	 Muchas gracias.	0.0
1891.02	1891.7	 Hi, Vincent.	0.0
1892.5	1893.1	 I'm getting dressed.	0.0
1894.5	1896.95	 The door's open.	0.0
1896.95	1899.52	 Come inside and make yourself a drink.	0.0
1899.52	1901.04	 I'll be right back.	0.0
1901.04	1902.0	 I'll be right back.	0.0
1903.26	1905.46	 I'll be right back.	0.0
1905.46	1906.57	 I'll be right back.	0.0
1906.57	1908.68	 I'll be right back.	0.0
1908.68	1909.52	 I'll be right back.	0.0
1910.5	1912.3	 I'll be right back.	0.0
1912.5	1914.26	 I'll be right back.	0.0
1915.2	1917.19	 I'll be right back.	0.0
1917.19	1918.76	 I'll be right back.	0.0
1919.06	1920.68	 Come inside and make yourself a drink.	0.0
1921.52	1921.78	 Mia.	0.0
1932.28	1932.66	 Hello?	0.0
1940.4	1940.72	 Vincent.	0.0
1943.24	1944.02	 Vincent.	0.0
1945.82	1946.86	 I'm on the intercom.	0.0
1948.38	1949.48	 Where is the intercom?	0.0
1949.48	1949.88	 It's on the wall by the two African fellows.	0.0
1950.84	1951.56	 To your right.	0.0
1958.8	1959.09	 Warm.	0.0
1959.09	1959.52	 Warmer.	0.0
1960.5	1960.52	 Disco.	0.0
1962.5	1962.52	 Hello?	0.0
1964.5	1967.48	 Push the button if you want to talk.	0.0
1967.48	1968.72	 Hello?	0.0
1968.72	1969.76	 Go make yourself a drink and I'll be down in two shakes of a land's tail.	0.0
1972.08	1972.48	 Hello?	0.0
1973.52	1975.58	 Go make yourself a drink and I'll be down in two shakes of a land's tail.	0.0
1975.58	1976.6	 The bar is by the fireplace.	0.0
1976.6	1979.39	 Okay.	0.0
1979.39	1979.41	 Okay.	0.0
1982.78	1982.92	 Okay.	0.0
1982.92	1983.06	 Okay.	0.0
1985.52	1986.38	 Okay.	0.0
1986.58	1986.6	 Okay.	0.0
1989.28	1989.64	 Okay.	0.0
1990.5	1992.34	 Okay.	0.0
1992.5	1993.22	 Okay.	0.0
1995.06	1996.63	 Okay.	0.0
1996.63	1996.65	 Okay.	0.0
2000.26	2000.28	 Okay.	0.0
2000.5	2002.32	 Okay.	0.0
2005.12	2005.14	 Okay.	0.0
2005.14	2005.98	 Okay.	0.0
2006.5	2007.32	 Okay.	0.0
2008.78	2009.84	 Okay.	0.0
2010.5	2012.06	 Okay.	0.0
2012.5	2014.64	 Okay.	0.0
2014.64	2015.98	 Okay.	0.0
2018.52	2018.54	 Okay.	0.0
2020.34	2021.14	 Okay.	0.0
2021.86	2021.92	 Okay.	0.0
2022.5	2023.72	 Okay.	0.0
2024.5	2026.46	 Okay.	0.0
2029.1	2029.12	 Okay.	0.0
2029.12	2029.54	 Okay.	0.0
2033.48	2033.5	 Okay.	0.0
2033.5	2033.96	 Okay.	0.0
2034.7	2036.12	 Okay.	0.0
2036.6	2038.04	 Okay.	0.0
2039.6	2039.62	 Okay.	0.0
2040.5	2041.76	 Okay.	0.0
2042.5	2043.92	 Okay.	0.0
2044.5	2046.22	 Okay.	0.0
2046.5	2048.73	 Okay.	0.0
2048.73	2049.74	 Okay.	0.0
2050.5	2052.99	 Okay.	0.0
2052.99	2055.48	 Okay.	0.0
2055.66	2056.02	 Okay.	0.0
2057.86	2058.52	 Okay.	0.0
2059.0	2059.68	 Okay.	0.0
2060.5	2062.12	 Okay.	0.0
2063.5	2064.0	 Okay.	0.0
2065.28	2066.16	 Okay.	0.0
2068.0	2068.53	 Okay.	0.0
2068.53	2069.86	 Okay.	0.0
2070.82	2072.36	 Okay.	0.0
2074.2	2074.6	 Okay.	0.0
2076.72	2076.74	 Okay.	0.0
2077.52	2077.54	 Okay.	0.0
2078.54	2080.08	 Okay.	0.0
2082.66	2082.82	 Okay.	0.0
2082.82	2084.34	 Okay.	0.0
2084.5	2084.52	 Okay.	0.0
2087.12	2088.38	 Okay.	0.0
2088.58	2090.99	 Okay.	0.0
2090.99	2092.78	 Okay.	0.0
2093.46	2094.14	 Okay.	0.0
2094.5	2096.59	 Okay.	0.0
2096.59	2098.24	 Okay.	0.0
2099.36	2099.8	 Okay.	0.0
2100.5	2101.9	 Okay.	0.0
2102.6	2103.84	 Okay.	0.0
2105.38	2105.64	 Okay.	0.0
2106.5	2108.2	 Okay.	0.0
2110.26	2110.28	 Okay.	0.0
2112.08	2112.28	 Okay.	0.0
2113.7	2114.28	 Okay.	0.0
2115.44	2116.22	 Okay.	0.0
2117.14	2118.0	 Okay.	0.0
2118.52	2120.16	 Okay.	0.0
2120.5	2122.32	 Okay.	0.0
2123.64	2124.18	 Okay.	0.0
2124.5	2126.76	 Okay.	0.0
2128.16	2128.66	 Okay.	0.0
2128.66	2128.92	 Okay.	0.0
2130.5	2132.24	 Okay.	0.0
2133.9	2133.92	 Okay.	0.0
2134.5	2136.44	 Okay.	0.0
2137.86	2137.88	 Okay.	0.0
2140.62	2140.64	 Okay.	0.0
2142.02	2142.2	 Okay.	0.0
2143.0	2144.06	 Okay.	0.0
2144.5	2145.88	 Okay.	0.0
2146.72	2147.84	 Okay.	0.0
2148.5	2150.14	 Okay.	0.0
2151.38	2151.4	 Okay.	0.0
2152.5	2153.48	 Okay.	0.0
2156.16	2156.38	 Okay.	0.0
2156.5	2157.62	 Okay.	0.0
2158.5	2160.36	 Okay.	0.0
2161.26	2161.74	 Okay.	0.0
2162.5	2163.8	 Okay.	0.0
2165.62	2166.4	 Okay.	0.0
2167.86	2168.26	 Okay.	0.0
2168.5	2169.58	 Okay.	0.0
2171.0	2172.38	 Okay.	0.0
2173.54	2174.06	 Okay.	0.0
2174.5	2175.96	 Okay.	0.0
2176.5	2177.6	 Okay.	0.0
2178.9	2179.7	 Okay.	0.0
2180.5	2182.42	 Okay.	0.0
2185.4	2185.42	 Okay.	0.0
2185.42	2185.44	 Okay.	0.0
2186.5	2187.78	 Okay.	0.0
2189.9	2189.92	 Okay.	0.0
2192.12	2192.57	 Okay.	0.0
2192.57	2192.59	 Okay.	0.0
2196.3	2196.4	 Okay.	0.0
2196.5	2198.02	 Okay.	0.0
2199.0	2200.72	 Okay.	0.0
2200.72	2202.32	 Okay.	0.0
2202.5	2204.02	 Okay.	0.0
2206.1	2206.12	 Okay.	0.0
2207.2	2208.56	 Okay.	0.0
2208.56	2208.74	 Okay.	0.0
2210.86	2212.54	 Okay.	0.0
2212.58	2213.96	 Okay.	0.0
2214.5	2216.2	 Okay.	0.0
2216.5	2217.58	 Okay.	0.0
2220.46	2220.48	 Okay.	0.0
2222.18	2222.32	 Okay.	0.0
2222.7	2224.14	 Okay.	0.0
2225.18	2226.46	 Okay.	0.0
2228.08	2228.94	 What about you, Peggy Sue?	0.0
2230.38	2231.48	 I'll have the	0.0
2233.0	2233.5	 Derwood Kirby	0.0
2233.98	2234.44	 Burger,	0.0
2235.52	2235.92	 Bloody,	1.0
2237.38	2238.48	 and	0.0
2240.0	2241.04	 a $5 shake.	0.0
2241.8	2243.5	 How do you want that shake? Martin and Lewis or Amos and Andy?	0.0
2244.18	2244.92	 Martin and Lewis.	0.0
2246.28	2247.48	 Did you just order a $5 shake?	0.0
2248.94	2249.24	 Mm-hmm.	0.0
2250.58	2251.26	 That's a shake.	0.0
2251.56	2252.54	 That's milk and ice cream.	0.0
2253.64	2254.38	 Last I heard.	0.0
2255.0	2255.22	 $5.	0.0
2256.5	2257.68	 You don't put bourbon in or nothing?	0.0
2258.5	2258.76	 No.	0.0
2262.86	2262.99	 Just checking.	0.0
2262.99	2265.38	 I'll be right back with your drinks.	0.0
2271.08	2272.72	 Could you, um,	0.0
2272.94	2274.22	 roll me one of those, cowboy?	0.0
2276.16	2277.04	 You can have this one,	0.0
2277.06	2277.58	 cowgirl.	0.0
2278.8	2279.24	 Thanks.	0.0
2280.5	2281.24	 Thanks.	0.0
2284.48	2285.4	 Ain't nothing up.	0.0
2294.82	2294.84	 So,	0.0
2295.14	2297.16	 Marsala said you just got back from Amsterdam.	0.0
2297.98	2298.5	 Sure did.	0.0
2298.76	2299.58	 How long were you there?	0.0
2301.62	2302.56	 Just over three years.	0.0
2305.72	2307.05	 I'd go there about once a year	0.0
2307.05	2308.08	 to chill out for a month.	0.0
2309.26	2309.78	 No kidding.	0.0
2311.0	2311.58	 I didn't know that.	0.0
2313.72	2314.42	 Why would you?	0.0
2319.98	2321.04	 I heard you did a pilot.	0.0
2323.38	2324.68	 That was my 15 minutes.	0.0
2325.86	2326.48	 What was it?	0.0
2327.28	2329.08	 It was a show about a team of female	0.0
2329.14	2331.26	 secret agents called Fox Force Five.	0.0
2331.96	2332.2	 What?	0.0
2332.82	2334.08	 Fox Force Five.	0.0
2334.62	2336.5	 Fox as in we're a bunch of foxy chicks.	1.0
2337.0	2339.14	 Force as in we're a force to be reckoned with.	0.0
2339.52	2341.52	 And five as in there's one, two, three, four, five of us.	0.0
2342.94	2344.7	 There was a blonde one, Somerset O'Neil.	0.0
2344.74	2345.56	 She was a leader.	0.0
2346.5	2348.92	 The Japanese Fox was a kung fu master.	0.0
2349.3	2351.16	 The black girl was a	0.0
2351.2	2352.4	 demolition expert.	0.0
2353.44	2355.05	 French Fox's speciality	0.0
2355.05	2355.72	 was sex.	0.0
2356.5	2357.22	 What was your specialty?	0.0
2358.64	2359.3	 Knives.	0.0
2360.8	2362.2	 Character I played Raven McCoy.	0.0
2362.76	2364.38	 Her background was she grew up	0.0
2364.5	2366.22	 raised by circus performers.	0.0
2367.06	2369.03	 According to the show she was the deadliest woman	0.0
2369.03	2370.66	 in the world with a knife.	0.0
2371.78	2372.86	 And she knew a zillion	0.0
2372.9	2374.82	 old jokes. Her grandfather	0.0
2375.06	2376.98	 and old vaubillion taught her.	0.0
2378.16	2379.02	 And if we would have	0.0
2379.02	2380.97	 got picked up it would have worked in a	0.0
2380.97	2383.04	 gimmick where every show I	0.0
2383.04	2384.56	 would have told another joke.	0.0
2387.66	2388.76	 You know I didn't know all jokes.	0.0
2389.3	2390.98	 Well we only got the chance to say one cause	0.0
2391.0	2392.26	 we only did one show.	0.0
2393.38	2395.2	 Tell me. It's Corny.	1.0
2397.0	2398.06	 Don't be that way. Tell me.	0.0
2398.82	2401.1	 No you wouldn't like it and I'd be embarrassed.	0.0
2401.96	2402.88	 You'd be embarrassed. You told	0.0
2402.88	2404.1	 like 50 million people.	0.0
2404.72	2405.94	 And you can't tell me?	0.0
2406.82	2408.18	 I promise I won't laugh.	0.0
2408.88	2410.3	 That's what I'm afraid of Vince.	0.0
2411.16	2412.84	 That's not what it meant. You know it.	0.0
2413.2	2415.06	 Now I'm definitely not going to tell you cause	0.0
2415.06	2416.44	 it's been built up too much.	0.0
2416.6	2417.88	 What a jip.	0.0
2421.36	2422.18	 Martin and Lewis.	0.0
2423.0	2423.64	 Vanilla cup.	0.0
2434.94	2435.18	 Yummy.	0.0
2436.32	2437.44	 You think I can have a sip of that?	0.0
2438.5	2440.96	 Be my guest.	0.0
2440.96	2441.1	 I gotta know what a five dollar	0.0
2444.1	2444.96	 shake tastes like.	0.0
2446.56	2447.56	 You can use my straw. I don't have cooties.	0.0
2448.94	2449.52	 Yeah but maybe I do.	0.0
2450.5	2451.18	 Cooties I can handle.	0.0
2451.18	2451.2	 Alright.	0.0
2460.54	2462.18	 God damn it's a pretty fucking good milkshake.	1.0
2462.74	2465.44	 Told ya.	0.0
2466.28	2467.31	 I don't know if it was worth five dollars.	0.0
2467.31	2468.56	 It was pretty fucking good.	1.0
2481.18	2481.54	 Don't you hate that?	1.0
2482.84	2483.08	 Hate what?	0.0
2484.5	2485.64	 Uncomfortable silences.	0.0
2486.5	2487.64	 I don't know.	0.0
2488.5	2490.34	 I don't know.	0.0
2490.72	2491.8	 I don't know.	0.0
2492.5	2494.6	 I don't know.	0.0
2494.6	2496.14	 I don't know.	0.0
2496.5	2497.74	 I don't know.	0.0
2498.5	2499.94	 I don't know.	0.0
2500.6	2502.42	 I don't know.	0.0
2504.12	2504.7	 I don't know.	0.0
2506.64	2506.92	 I don't know.	0.0
2507.9	2508.56	 I don't know.	0.0
2509.0	2509.26	 Uncomfortable silences.	0.0
2511.62	2513.05	 Why do we feel it's necessary	0.0
2513.05	2514.44	 to yak about bullshit	1.0
2514.94	2515.98	 in order to be comfortable?	0.0
2517.6	2518.24	 I don't know.	0.0
2518.5	2519.36	 That's a good question.	0.0
2521.7	2522.69	 That's when you know you found	0.0
2522.69	2523.9	 somebody really special.	0.0
2525.62	2526.9	 And you can just shut the fuck	1.0
2526.9	2529.0	 up for a minute. Comfortably share	0.0
2529.0	2529.6	 silence.	0.0
2530.5	2532.58	 Well I don't think we're quite there yet but don't feel bad.	0.0
2532.58	2533.68	 We just met each other.	0.0
2535.9	2536.62	 I'll tell you what.	0.0
2539.32	2541.26	 I'm gonna go to the bathroom and powder my nose.	0.0
2542.4	2543.22	 You sit here	0.0
2544.24	2545.28	 and think of something to say.	0.0
2546.62	2547.28	 I'll do that.	0.0
2565.92	2566.3	 Whoa!	0.0
2567.0	2567.42	 Whoa!	0.0
2568.92	2569.74	 Whoa!	0.0
2570.78	2572.7	 Whoa!	0.0
2575.48	2575.5	 Whoa!	0.0
2575.5	2575.52	 Whoa!	0.0
2578.28	2579.48	 I said goddamn!	1.0
2580.46	2581.34	 Goddamn!	1.0
2582.6	2583.02	 Goddamn!	1.0
2583.02	2583.9	 Goddamn!	1.0
2585.96	2586.66	 Goddamn!	1.0
2586.66	2587.76	 Goddamn!	1.0
2588.5	2590.42	 Goddamn!	1.0
2590.84	2592.97	 Goddamn!	1.0
2592.97	2593.3	 Goddamn!	1.0
2594.6	2596.4	 Goddamn!	1.0
2596.8	2598.53	 Goddamn!	1.0
2598.53	2600.36	 Goddamn!	1.0
2600.5	2602.42	 Goddamn!	1.0
2604.12	2604.94	 Goddamn!	1.0
2605.18	2605.36	 Goddamn!	1.0
2607.72	2608.3	 Goddamn!	1.0
2610.4	2610.68	 Goddamn!	1.0
2610.68	2611.56	 Goddamn!	1.0
2613.14	2614.22	 That is Marilyn Monroe.	0.0
2616.78	2618.0	 That is Mamie Van Doren.	0.0
2619.7	2621.24	 And I don't see Jenny Mansfield.	0.0
2621.24	2622.68	 She must have night off or something.	0.0
2623.44	2624.28	 Pretty smart.	0.0
2625.32	2626.28	 Yeah I got my moments.	0.0
2627.38	2628.46	 So did you think of something to say?	0.0
2629.44	2630.08	 Actually I did.	0.0
2633.0	2634.28	 However...	0.0
2637.66	2639.12	 You seem like a really nice person	0.0
2639.12	2640.94	 and I don't want to offend you.	0.0
2641.0	2642.24	 Oh...	0.0
2642.78	2645.12	 This doesn't sound like the usual mindless	0.0
2645.16	2647.06	 boring getting to know you chit chat.	0.0
2647.98	2649.06	 This sounds like you actually	0.0
2649.06	2649.88	 have something to say.	0.0
2650.5	2652.44	 Well, well, I do. I do.	0.0
2652.98	2655.48	 But you have to promise	0.0
2655.6	2656.42	 not to be offended.	0.0
2656.72	2657.66	 No, no, no.	0.0
2658.5	2660.18	 You can't promise something like that.	0.0
2660.5	2662.04	 I have no idea what you're going to ask me.	0.0
2662.5	2664.3	 So you can go ahead and ask me what you're going to ask me	0.0
2664.5	2666.66	 and my natural response could be to get offended.	0.0
2667.02	2669.48	 Then through no fault of my own I would have broken my promise.	0.0
2670.14	2671.08	 Let's just forget it.	0.0
2671.58	2672.64	 That's an impossibility.	0.0
2672.98	2674.9	 Trying to forget anything as intriguing as this	0.0
2674.92	2676.4	 would be an exercise in futility.	0.0
2676.68	2677.48	 Is that a fact?	0.0
2678.5	2681.02	 Besides, isn't it more exciting	0.0
2681.04	2681.96	 when you don't have permission?	0.0
2682.5	2683.58	 Alright, alright.	0.0
2684.8	2685.36	 Well, here goes.	0.0
2686.76	2689.3	 What did you think about what happened to Antoine?	0.0
2689.92	2690.52	 Who's Antoine?	0.0
2690.7	2692.82	 Tony Rocky Horror. You know him.	0.0
2693.9	2694.78	 He fell out of a window.	0.0
2695.04	2696.02	 Hmm, hmm.	0.0
2697.08	2698.5	 Well, that is one way to say it.	0.0
2698.76	2700.7	 Another way to say it would be that he was thrown out.	0.0
2701.6	2703.24	 Another way would be that he was thrown out	0.0
2703.58	2704.42	 by Marcellus.	0.0
2704.78	2706.74	 And yet even another way is to say	0.0
2706.74	2708.76	 he was thrown out of a window by Marcellus	0.0
2708.76	2709.48	 because of you.	0.0
2710.5	2711.3	 Is that a fact?	0.0
2712.5	2714.22	 No, no, it's not a fact. It's just what I heard.	0.0
2714.5	2715.44	 It's just what I heard.	0.0
2716.5	2716.98	 Who told you?	0.0
2719.68	2719.86	 They.	0.0
2720.5	2721.08	 They talk a lot, don't they?	0.0
2723.16	2724.18	 They certainly do.	0.0
2726.06	2727.5	 Don't be shy, Vincent. What else did they say?	0.0
2728.2	2729.34	 Well, I'm not shy.	0.0
2729.34	2729.62	 Did it involve the F word?	0.0
2732.88	2733.52	 No, no, no, no, no.	0.0
2734.3	2735.56	 They just said that Antoine had given you a foot massage.	0.0
2738.68	2739.1	 And?	0.0
2739.5	2740.98	 And nothing. That's it.	0.0
2744.84	2745.48	 You heard Marcellus	0.0
2745.48	2746.16	 threw Tony Rocky Horror out of a four-story window	0.0
2748.8	2749.48	 for giving me a foot massage?	0.0
2750.74	2751.16	 Uh-huh.	0.0
2751.54	2752.36	 Can you believe that?	0.0
2753.26	2755.16	 Well, I mean,	0.0
2755.22	2757.22	 at the time I was told, it sounded reasonable.	0.0
